-8.921685423511535262e+00,1.232360839843736677e+00,-8.921684304749341266e+00,-8.921684413728502960e+00
2.551269531249985789e+00,-7.767639161845547591e+00,7.831572916674028884e-02,-7.767639182422186650e+00
-1.337502678681689261e+01,-3.856559675420140554e+00,-1.337487073634492774e+01,-1.337488189522205317e+01
-3.264639629051135472e+00,-1.285658273772469684e+01,-4.374836452549374144e+00,-1.285679155093720460e+01
-3.856559675419802602e+00,-1.337465706719723535e+01,-1.337460588899987890e+01,-1.337498779664058546e+01
5.781249999999987566e+00,2.551269531249540812e+00,-4.941406250001293188e+00,-4.941406250012847501e+00
-6.448730468875316646e+00,1.232360839738637193e+00,4.058593749999985789e+00,1.232360839782801865e+00
-7.767639332385543049e+00,-7.767639360846997576e+00,2.551269531249985789e+00,-7.767639328921277730e+00
-2.588159576058398414e+00,-1.226482623102737257e+01,-1.226469866830331590e+01,-3.857014020657247411e+00
-3.264639629051100389e+00,-1.285658531499372437e+01,-1.285657077599031517e+01,-4.374653971269378161e+00
7.749999999999989342e+00,4.058593749999985789e+00,-3.218750000000010658e+00,4.058593749999985789e+00
2.551269531249985789e+00,-4.941406250000014211e+00,5.781249999999987566e+00,-4.941406250000018652e+00
-9.314737319946395644e-01,-2.588171735585455213e+00,-1.081503999636152713e+01,-1.081504091445315474e+01
-1.158818664861840553e+01,-1.158818007151429796e+01,-1.815039515495310507e+00,-3.264680975718080358e+00
-2.588159576058398414e+00,-1.226464232623296446e+01,-1.226464003073602882e+01,-3.856562571657643712e+00
9.999999999999992895e+00,-1.250000000000136113e+00,-1.250000000000134337e+00,5.781249999999930722e+00
1.232360839843732236e+00,-6.448730468750039968e+00,-6.448730468750035527e+00,4.058593749999985789e+00
7.831573486326964817e-02,-9.931473750516040866e+00,-9.931473736329357038e+00,-1.815039540769802118e+00
-1.226464200795927262e+01,-2.588159576058398414e+00,-1.226465439384888612e+01,-1.226464429712136983e+01
-1.815039515495310507e+00,-1.158815957964793952e+01,-3.264639640415371247e+00,-3.264639665248851408e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.767639160156548428e+00,7.831573486276395546e-02,-7.767639160156480038e+00,2.551269531249985789e+00
-8.921684265137196590e+00,-9.314737319952708372e-01,1.232360839843736677e+00,-9.314737319951759131e-01
-9.931473732018782030e+00,-1.815039516368902150e+00,7.831573486326964817e-02,-9.931473732089031614e+00
-1.081503951664135599e+01,-1.081503951594654644e+01,-9.314737319946395644e-01,-2.588159578635333080e+00
