10
10
4
0;1;0;0;
11;1;0;1;
12;3;2;2;
3;4;2;3;
4;5;3;4;
15;6;4;5;
6;6;5;6;
17;8;7;7;
18;9;7;8;
19;9;8;9;
20;11;10;10;
11;11;10;1;
22;12;12;2;
23;14;13;13;
24;14;13;14;
25;15;15;5;
26;17;16;16;
17;17;16;7;
28;18;18;8;
19;19;19;9;
30;20;20;10;
31;22;21;21;
22;23;21;12;
23;23;22;13;
24;24;24;14;
35;25;25;15;
26;27;26;16;
37;27;26;27;
28;29;28;18;
39;29;28;29;
40;31;30;20;
31;31;30;21;
42;32;32;32;
43;34;33;33;
44;34;33;34;
35;36;35;25;
46;36;35;36;
47;37;37;27;
48;39;38;38;
49;39;38;29;
40;41;40;30;
51;41;40;41;
52;42;42;32;
53;43;43;33;
44;45;44;34;
55;45;44;45;
46;47;46;36;
47;47;46;37;
58;48;48;38;
59;49;49;39;
60;51;50;50;
51;52;50;41;
52;52;51;42;
53;54;53;43;
64;54;53;54;
55;56;55;45;
56;57;55;56;
57;57;56;57;
68;58;58;48;
59;59;59;49;
60;60;60;50;
71;62;61;61;
62;63;61;62;
73;63;62;63;
74;64;64;54;
75;66;65;65;
76;67;65;66;
77;67;66;67;
68;69;68;58;
79;69;68;69;
80;71;70;70;
71;71;70;61;
82;72;72;72;
73;74;73;63;
74;74;73;64;
85;75;75;65;
86;76;76;66;
77;78;77;67;
88;78;77;78;
89;79;79;69;
90;80;80;70;
81;82;81;81;
82;83;81;72;
93;84;82;83;
94;84;83;84;
85;85;85;75;
96;86;86;76;
97;87;87;87;
98;88;88;78;
99;89;89;79;
90;91;90;80;
91;92;90;91;
92;93;91;92;
93;93;92;83;
94;95;94;84;
95;96;94;95;
96;96;95;86;
97;98;97;87;
98;99;97;88;
99;99;98;89;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-10;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-1;-1;-1;-10;
-1;-10;-1;-10;
-10;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-10;-1;-1;
