7
7
4
7;1;0;0;
1;1;0;1;
9;3;2;2;
10;4;2;3;
4;4;3;4;
12;6;5;5;
13;6;5;6;
14;7;7;0;
15;9;8;8;
9;9;8;2;
17;10;10;3;
18;12;11;11;
12;12;11;5;
20;13;13;6;
21;14;14;7;
22;15;15;8;
23;17;16;16;
17;17;16;10;
25;18;18;11;
19;20;19;19;
20;20;19;13;
28;22;21;14;
22;22;21;15;
23;24;23;16;
24;25;23;24;
25;25;24;18;
33;27;26;26;
34;27;26;27;
35;28;28;21;
36;30;29;29;
30;31;29;30;
38;31;30;31;
32;33;32;32;
40;33;32;26;
41;34;34;27;
42;35;35;28;
36;37;36;29;
44;37;36;37;
38;39;38;31;
46;39;38;39;
40;40;40;33;
48;41;41;34;
42;43;42;35;
43;44;42;43;
44;44;43;37;
45;46;45;45;
46;47;45;39;
47;48;46;47;
48;48;47;41;
-1;-1;-10;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
