5
5
4
5;1;0;0;
6;2;0;1;
2;2;1;2;
8;3;3;3;
9;4;4;4;
10;5;5;0;
6;7;6;1;
12;7;6;7;
8;9;8;3;
14;9;8;4;
15;10;10;5;
16;11;11;11;
17;12;12;7;
18;14;13;13;
14;14;13;9;
20;15;15;10;
21;16;16;11;
22;17;17;12;
23;18;18;13;
24;19;19;19;
20;21;20;15;
21;21;20;16;
22;23;22;17;
23;24;22;18;
24;24;23;19;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-1;-10;-10;-10;
-1;-10;-10;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-10;-1;-1;
