8
8
4
8;1;0;0;
1;2;0;1;
2;3;1;2;
3;4;2;3;
4;5;3;4;
13;6;4;5;
6;7;5;6;
15;7;6;7;
16;9;8;0;
9;9;8;9;
18;11;10;10;
11;12;10;11;
12;13;11;12;
13;13;12;5;
22;15;14;14;
15;15;14;7;
24;16;16;8;
25;18;17;17;
18;18;17;10;
27;20;19;19;
28;21;19;20;
21;21;20;21;
22;23;22;14;
31;23;22;23;
32;24;24;16;
33;25;25;17;
34;26;26;26;
35;27;27;19;
28;29;28;20;
29;30;28;29;
30;31;29;30;
39;31;30;23;
32;32;32;24;
41;33;33;25;
34;35;34;26;
35;35;34;27;
44;37;36;36;
37;38;36;37;
46;38;37;38;
47;39;39;31;
48;41;40;40;
41;41;40;33;
50;43;42;42;
43;44;42;43;
44;44;43;36;
53;46;45;45;
46;46;45;38;
55;47;47;39;
56;48;48;40;
57;50;49;49;
50;50;49;42;
59;51;51;51;
60;52;52;52;
61;53;53;45;
62;54;54;54;
63;55;55;47;
56;57;56;48;
57;58;56;49;
58;59;57;58;
59;59;58;51;
60;61;60;52;
61;61;60;53;
62;63;62;54;
63;63;62;55;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-10;-10;-1;-10;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-1;-1;-1;-10;
-10;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-10;
-1;-10;-10;-10;
-1;-10;-10;-1;
-1;-10;-10;-10;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
