5
5
4
5;1;0;0;
1;2;0;1;
7;2;1;2;
8;4;3;3;
9;4;3;4;
10;6;5;0;
11;6;5;6;
7;8;7;2;
8;8;7;3;
9;9;9;4;
15;10;10;5;
11;12;11;6;
12;13;11;12;
13;14;12;13;
14;14;13;14;
20;15;15;10;
21;17;16;16;
22;17;16;17;
23;19;18;18;
24;19;18;19;
20;21;20;15;
21;21;20;16;
22;23;22;17;
23;23;22;18;
24;24;24;19;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-1;-10;-10;
-1;-10;-1;-10;
-1;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-1;-10;-1;
-10;-10;-1;-1;
-10;-10;-10;-1;
