5
5
4
0;1;0;0;
6;1;0;1;
2;3;2;2;
8;3;2;3;
9;4;4;4;
10;6;5;5;
6;7;5;1;
7;7;6;7;
13;8;8;3;
14;9;9;4;
15;11;10;5;
16;11;10;11;
17;13;12;12;
13;13;12;8;
19;14;14;9;
20;15;15;10;
21;16;16;11;
22;17;17;12;
18;19;18;18;
24;19;18;14;
20;20;20;15;
21;22;21;16;
22;23;21;17;
23;24;22;23;
24;24;23;19;
-10;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-10;
-1;-1;-10;-10;
-10;-1;-1;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-1;-10;-1;
-1;-10;-1;-10;
-1;-1;-10;-10;
-10;-10;-1;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-1;-10;-10;-1;
-10;-1;-10;-10;
-1;-10;-1;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
