5
5
4
5;1;0;0;
1;2;0;1;
7;3;1;2;
3;4;2;3;
9;4;3;4;
5;6;5;0;
11;6;5;6;
7;8;7;2;
13;8;7;8;
14;9;9;4;
15;10;10;10;
11;12;11;6;
12;12;11;12;
18;13;13;8;
14;14;14;9;
15;16;15;10;
16;17;15;16;
22;17;16;17;
18;19;18;13;
24;19;18;19;
20;21;20;20;
21;22;20;21;
22;23;21;17;
23;24;22;23;
24;24;23;19;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-1;-1;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-1;-10;-10;-1;
-1;-10;-10;-10;
-10;-1;-10;-1;
-10;-10;-1;-10;
-1;-10;-10;-1;
-10;-10;-10;-1;
-10;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-10;
-10;-1;-1;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
