5
5
4
5;1;0;0;
1;2;0;1;
7;2;1;2;
3;4;3;3;
9;4;3;4;
10;5;5;0;
6;7;6;6;
7;8;6;2;
8;9;7;8;
9;9;8;4;
15;11;10;5;
11;12;10;11;
17;12;11;12;
13;14;13;13;
19;14;13;14;
15;16;15;10;
21;16;15;16;
17;18;17;12;
18;19;17;18;
19;19;18;14;
20;21;20;20;
21;22;20;16;
22;23;21;22;
23;24;22;23;
24;24;23;24;
-1;-1;-10;-10;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-1;-10;-10;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-1;-1;-10;-1;
-10;-1;-1;-10;
-1;-10;-1;-10;
-10;-1;-10;-10;
-1;-10;-1;-10;
-10;-1;-10;-1;
-1;-10;-1;-10;
-10;-1;-10;-1;
-10;-1;-1;-10;
-10;-10;-1;-1;
-10;-1;-10;-10;
-10;-1;-1;-1;
-10;-1;-1;-10;
-10;-1;-1;-10;
-10;-10;-1;-10;
