-1.815039515495310507e+00,-3.264639629051099945e+00,-1.158815957605840197e+01,-1.158815957605840197e+01
-1.226463962905110350e+01,-3.856559675419713784e+00,-2.588159576058398414e+00,-1.226463962905110350e+01
-4.374489715992252670e+00,-1.285655967541971734e+01,-3.264639629051099945e+00,-1.285655967541971734e+01
-1.487479243361754300e+01,-5.571191352705756827e+00,-1.487479243361754300e+01,-1.487479243361754300e+01
-5.224218688806574917e+00,-1.457119135270576038e+01,-5.874792433617541221e+00,-1.457119135270576038e+01
-9.314737319946395644e-01,-1.081503951549531450e+01,-1.081503951549531450e+01,-2.588159576058398414e+00
-1.382767850149322797e+01,-4.374489715992252670e+00,-1.382767850149322797e+01,-1.382767850149322797e+01
-1.337448971599225445e+01,-4.827678501493224417e+00,-4.827678501493224417e+00,-3.856559675419713784e+00
-1.382767850149322797e+01,-5.224218688806574917e+00,-4.374489715992252670e+00,-1.382767850149322797e+01
-1.422421868880657669e+01,-1.422421868880657669e+01,-4.827678501493224417e+00,-5.571191352705756827e+00
-1.815039515495310507e+00,7.831573486326964817e-02,-9.931473731994646670e+00,-1.815039515495310507e+00
-8.921684265136736514e+00,1.232360839843736677e+00,-9.314737319946395644e-01,-8.921684265136736514e+00
2.551269531249985789e+00,-7.767639160156265987e+00,7.831573486326964817e-02,-7.767639160156265987e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.781249999999987566e+00,-1.250000000000007994e+00,9.999999999999992895e+00,-1.250000000000007994e+00
-1.081503951549531450e+01,-2.588159576058398414e+00,-1.081503951549531450e+01,-9.314737319946395644e-01
-3.264639629051099945e+00,-1.158815957605840197e+01,-1.815039515495310507e+00,-1.158815957605840197e+01
-6.448730468750015987e+00,4.058593749999985789e+00,-6.448730468750015987e+00,1.232360839843736677e+00
-4.941406250000014211e+00,5.781249999999987566e+00,2.551269531249985789e+00,-4.941406250000014211e+00
-3.218750000000010658e+00,-3.218750000000010658e+00,4.058593749999985789e+00,7.749999999999989342e+00
-1.285655967541971734e+01,-3.264639629051099945e+00,-1.285655967541971734e+01,-1.285655967541971734e+01
-1.226463962905110350e+01,-3.856559675419713784e+00,-3.856559675419713784e+00,-2.588159576058398414e+00
-1.285655967541971734e+01,-4.374489715992252670e+00,-3.264639629051099945e+00,-1.285655967541971734e+01
-1.337448971599225445e+01,-4.827678501493224417e+00,-3.856559675419713784e+00,-1.337448971599225445e+01
-1.382767850149322797e+01,-1.382767850149322797e+01,-4.374489715992252670e+00,-1.382767850149322797e+01
