-5.571191352705744393e+00,-4.827678501493215535e+00,-1.422421868880656604e+01,-1.422421868880656604e+01
-1.382767850149321731e+01,-4.374489715992245564e+00,-5.224218688806564259e+00,-1.382767850149321731e+01
-3.856559675419707567e+00,-4.827678501493215535e+00,-4.827678501493215535e+00,-1.337448971599224734e+01
-1.382767850149321731e+01,-5.224218688806564259e+00,-4.374489715992245564e+00,-1.382767850149321731e+01
-5.571191352705744393e+00,-1.422421868880656604e+01,-4.827678501493215535e+00,-1.422421868880656604e+01
-1.457119135270574617e+01,-5.874792433617527010e+00,-1.457119135270574617e+01,-5.224218688806564259e+00
-6.140443379415337688e+00,-1.487479243361752879e+01,-5.571191352705744393e+00,-1.487479243361752879e+01
-1.285655967541971023e+01,-3.264639629051093728e+00,-1.285655967541971023e+01,-4.374489715992245564e+00
-2.588159576058392197e+00,-1.226463962905109639e+01,-3.856559675419707567e+00,-1.226463962905109639e+01
-5.874792433617527010e+00,-1.457119135270574617e+01,-1.457119135270574617e+01,-5.224218688806564259e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.514044337941533769e+01,-6.372887956988421365e+00,-1.514044337941533769e+01,-5.874792433617527010e+00
-1.537288795698842492e+01,-1.537288795698842492e+01,-6.140443379415337688e+00,-1.537288795698842492e+01
-1.815039515495304290e+00,-1.158815957605839486e+01,-1.158815957605839486e+01,-3.264639629051093728e+00
-1.487479243361752879e+01,-1.487479243361752879e+01,-1.487479243361752879e+01,-5.571191352705744393e+00
-1.250000000000003997e+00,5.781249999999994671e+00,-1.250000000000003997e+00,9.999999999999996447e+00
-3.218750000000005329e+00,4.058593749999994671e+00,7.749999999999994671e+00,-3.218750000000005329e+00
2.551269531249994671e+00,-4.941406250000005329e+00,5.781249999999994671e+00,-4.941406250000005329e+00
-1.081503951549530740e+01,-9.314737319946329031e-01,-1.081503951549530740e+01,-2.588159576058392197e+00
7.831573486327700340e-02,-9.931473731994636012e+00,-1.815039515495304290e+00,-9.931473731994636012e+00
-8.921684265136725855e+00,1.232360839843745115e+00,-8.921684265136725855e+00,-8.921684265136725855e+00
-7.767639160156255329e+00,2.551269531249994671e+00,7.831573486327700340e-02,-7.767639160156255329e+00
-6.448730468750005329e+00,1.232360839843745115e+00,1.232360839843745115e+00,4.058593749999994671e+00
-7.767639160156255329e+00,7.831573486327700340e-02,2.551269531249994671e+00,-7.767639160156255329e+00
-8.921684265136725855e+00,-8.921684265136725855e+00,1.232360839843745115e+00,-9.314737319946329031e-01
